motif	category	term	side	ortholog	path	pathway
K01895_downstream.fna.motif.h1_4.h2_2	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map01100	Metabolic pathways
K01895_downstream.fna.motif.h1_4.h2_2	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko01100	NA
K01895_downstream.fna.motif.h1_4.h2_2	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map01110	Biosynthesis of secondary metabolites
K01895_downstream.fna.motif.h1_4.h2_2	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko01110	NA
K01895_downstream.fna.motif.h1_4.h2_2	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map01120	Microbial metabolism in diverse environments
K01895_downstream.fna.motif.h1_4.h2_2	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko01120	NA
K01895_downstream.fna.motif.h1_4.h2_2	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map01200	Carbon metabolism
K01895_downstream.fna.motif.h1_4.h2_2	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko01200	NA
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map00010	Glycolysis / Gluconeogenesis
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko00010	NA
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map00620	Pyruvate metabolism
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko00620	NA
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map00630	Glyoxylate and dicarboxylate metabolism
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko00630	NA
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map00640	Propanoate metabolism
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko00640	NA
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map00680	Methane metabolism
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko00680	NA
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map00720	Carbon fixation pathways in prokaryotes
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko00720	NA
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map01100	Metabolic pathways
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko01100	NA
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map01110	Biosynthesis of secondary metabolites
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko01110	NA
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map01120	Microbial metabolism in diverse environments
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko01120	NA
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map01200	Carbon metabolism
K01895_downstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	K01895	downstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko01200	NA
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	map00220	Arginine biosynthesis
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	ko00220	NA
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	map00250	Alanine, aspartate and glutamate metabolism
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	ko00250	NA
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	map00630	Glyoxylate and dicarboxylate metabolism
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	ko00630	NA
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	map00910	Nitrogen metabolism
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	ko00910	NA
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	map01100	Metabolic pathways
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	ko01100	NA
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	map01120	Microbial metabolism in diverse environments
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	ko01120	NA
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	map01230	Biosynthesis of amino acids
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	ko01230	NA
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	map02020	Two-component system
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	ko02020	NA
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	map04217	Necroptosis
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	ko04217	NA
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	map04724	Glutamatergic synapse
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	ko04724	NA
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	map04727	GABAergic synapse
K01915_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01915	downstream	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	ko04727	NA
K01929_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K01929	downstream	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	map00300	Lysine biosynthesis
K01929_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K01929	downstream	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	ko00300	NA
K01929_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K01929	downstream	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	map00550	Peptidoglycan biosynthesis
K01929_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K01929	downstream	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	ko00550	NA
K01929_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K01929	downstream	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	map01100	Metabolic pathways
K01929_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K01929	downstream	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	ko01100	NA
K01929_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K01929	downstream	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	map01502	Vancomycin resistance
K01929_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K01929	downstream	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	ko01502	NA
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00061	Fatty acid biosynthesis
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00061	NA
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00620	Pyruvate metabolism
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00620	NA
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00640	Propanoate metabolism
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00640	NA
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00720	Carbon fixation pathways in prokaryotes
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00720	NA
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01100	Metabolic pathways
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01100	NA
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01110	Biosynthesis of secondary metabolites
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01110	NA
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01120	Microbial metabolism in diverse environments
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01120	NA
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01200	Carbon metabolism
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01200	NA
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01212	Fatty acid metabolism
K01961_downstream.fna.motif.h1_2	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01212	NA
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00061	Fatty acid biosynthesis
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00061	NA
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00620	Pyruvate metabolism
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00620	NA
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00640	Propanoate metabolism
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00640	NA
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00720	Carbon fixation pathways in prokaryotes
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00720	NA
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01100	Metabolic pathways
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01100	NA
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01110	Biosynthesis of secondary metabolites
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01110	NA
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01120	Microbial metabolism in diverse environments
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01120	NA
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01200	Carbon metabolism
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01200	NA
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01212	Fatty acid metabolism
K01961_downstream.fna.motif.h2_1	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01212	NA
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00061	Fatty acid biosynthesis
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00061	NA
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00620	Pyruvate metabolism
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00620	NA
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00640	Propanoate metabolism
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00640	NA
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00720	Carbon fixation pathways in prokaryotes
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00720	NA
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01100	Metabolic pathways
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01100	NA
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01110	Biosynthesis of secondary metabolites
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01110	NA
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01120	Microbial metabolism in diverse environments
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01120	NA
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01200	Carbon metabolism
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01200	NA
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01212	Fatty acid metabolism
K01961_downstream.fna.motif.h1_4.h2_4	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01212	NA
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00061	Fatty acid biosynthesis
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00061	NA
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00620	Pyruvate metabolism
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00620	NA
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00640	Propanoate metabolism
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00640	NA
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map00720	Carbon fixation pathways in prokaryotes
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00720	NA
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01100	Metabolic pathways
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01100	NA
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01110	Biosynthesis of secondary metabolites
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01110	NA
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01120	Microbial metabolism in diverse environments
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01120	NA
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01200	Carbon metabolism
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01200	NA
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	map01212	Fatty acid metabolism
K01961_downstream.fna.motif.h1_3	High power (low covariation)	K01961	downstream	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko01212	NA
K02033_downstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	K02033	downstream	ABC.PE.P; peptide/nickel transport system permease protein	map02024	Quorum sensing
K02033_downstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	K02033	downstream	ABC.PE.P; peptide/nickel transport system permease protein	ko02024	NA
K02095_downstream.fna.motif.h1_2.h2_3	High covariation	K02095	downstream	apcD; allophycocyanin-B	map00196	Photosynthesis - antenna proteins
K02095_downstream.fna.motif.h1_2.h2_3	High covariation	K02095	downstream	apcD; allophycocyanin-B	ko00196	NA
K02095_downstream.fna.motif.h1_2.h2_3	High covariation	K02095	downstream	apcD; allophycocyanin-B	map01100	Metabolic pathways
K02095_downstream.fna.motif.h1_2.h2_3	High covariation	K02095	downstream	apcD; allophycocyanin-B	ko01100	NA
K02110_downstream.fna.motif.h1_5	High covariation	K02110	downstream	ATPF0C, atpE; F-type H+-transporting ATPase subunit c	map00190	Oxidative phosphorylation
K02110_downstream.fna.motif.h1_5	High covariation	K02110	downstream	ATPF0C, atpE; F-type H+-transporting ATPase subunit c	ko00190	NA
K02110_downstream.fna.motif.h1_5	High covariation	K02110	downstream	ATPF0C, atpE; F-type H+-transporting ATPase subunit c	map00195	Photosynthesis
K02110_downstream.fna.motif.h1_5	High covariation	K02110	downstream	ATPF0C, atpE; F-type H+-transporting ATPase subunit c	ko00195	NA
K02110_downstream.fna.motif.h1_5	High covariation	K02110	downstream	ATPF0C, atpE; F-type H+-transporting ATPase subunit c	map01100	Metabolic pathways
K02110_downstream.fna.motif.h1_5	High covariation	K02110	downstream	ATPF0C, atpE; F-type H+-transporting ATPase subunit c	ko01100	NA
K02217_downstream.fna.motif.h2_2	High power (low covariation)	K02217	downstream	ftnA, ftn; ferritin [EC:1.16.3.2]	NA	NA
K02221_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K02221	downstream	yggT; YggT family protein	NA	NA
K02221_downstream.fna.motif.h2_2	High power (low covariation)	K02221	downstream	yggT; YggT family protein	NA	NA
K02221_downstream.fna.motif.h2_1	High power (low covariation)	K02221	downstream	yggT; YggT family protein	NA	NA
K02233_downstream.fna.motif.h1_4.h2_2.h1_5	High power (low covariation)	K02233	downstream	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	map00860	Porphyrin metabolism
K02233_downstream.fna.motif.h1_4.h2_2.h1_5	High power (low covariation)	K02233	downstream	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	ko00860	NA
K02233_downstream.fna.motif.h1_4.h2_2.h1_5	High power (low covariation)	K02233	downstream	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	map01100	Metabolic pathways
